mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
33,4 years,home_improvement,17,51812
,10+ years,debt_consolidation,26,302493
,< 1 year,major_purchase,7,
,10+ years,debt_consolidation,16,49480
38,10+ years,debt_consolidation,5,10509
,10+ years,credit_card,10,28436
34,10+ years,credit_card,11,104461
,10+ years,debt_consolidation,21,45498
,3 years,moving,14,68460
19,10+ years,other,9,95876
,10+ years,car,10,37160
,5 years,other,7,47023
,5 years,debt_consolidation,9,177842
68,10+ years,debt_consolidation,13,194146
19,10+ years,debt_consolidation,9,1167088
40,1 year,debt_consolidation,4,17633
16,10+ years,debt_consolidation,10,10607
14,2 years,debt_consolidation,18,166425
70,10+ years,credit_card,10,56563
2,10+ years,debt_consolidation,10,137167
,10+ years,debt_consolidation,19,91562
45,10+ years,other,9,
,10+ years,credit_card,4,39454
,10+ years,credit_card,9,565226
62,2 years,debt_consolidation,14,
,< 1 year,credit_card,10,60623
,1 year,debt_consolidation,7,16006
9,10+ years,debt_consolidation,18,274766
23,10+ years,debt_consolidation,22,142165
,10+ years,major_purchase,15,82877
,5 years,debt_consolidation,14,44659
73,4 years,debt_consolidation,9,239545
,10+ years,renewable_energy,3,
,6 years,debt_consolidation,7,14241
,< 1 year,home_improvement,14,378512
,6 years,credit_card,11,35294
,3 years,debt_consolidation,16,186666
27,8 years,debt_consolidation,10,21084
,4 years,credit_card,18,118063
,3 years,debt_consolidation,9,21012
32,< 1 year,debt_consolidation,4,
5,10+ years,debt_consolidation,11,30889
72,7 years,debt_consolidation,12,35791
62,10+ years,credit_card,12,203441
,8 years,credit_card,12,123422
,10+ years,debt_consolidation,5,26430
35,5 years,debt_consolidation,5,330841
51,6 years,credit_card,10,152463
,10+ years,debt_consolidation,6,25258
,1 year,credit_card,8,32300
,n/a,debt_consolidation,14,47567
73,10+ years,debt_consolidation,10,445223
12,3 years,credit_card,18,74806
30,10+ years,home_improvement,15,78126
,6 years,debt_consolidation,7,3868
,5 years,debt_consolidation,6,21485
70,2 years,debt_consolidation,7,12240
,10+ years,debt_consolidation,8,113677
2,9 years,debt_consolidation,12,144023
25,2 years,credit_card,6,42773
,10+ years,debt_consolidation,7,39341
67,10+ years,credit_card,12,17352
,8 years,credit_card,6,313730
,8 years,debt_consolidation,28,140666
54,3 years,debt_consolidation,12,66162
,4 years,debt_consolidation,10,63838
,5 years,debt_consolidation,19,168944
12,2 years,debt_consolidation,12,435154
,n/a,credit_card,14,33461
31,3 years,home_improvement,4,15006
,5 years,credit_card,5,4574
34,10+ years,debt_consolidation,17,34926
,< 1 year,debt_consolidation,12,26017
,10+ years,credit_card,9,25633
39,n/a,major_purchase,10,5302
,7 years,credit_card,13,485545
,10+ years,debt_consolidation,33,129513
56,6 years,credit_card,5,27705
,1 year,home_improvement,16,37020
50,7 years,debt_consolidation,8,20076
,6 years,debt_consolidation,6,136830
26,3 years,credit_card,11,16747
15,10+ years,debt_consolidation,9,200155
,10+ years,credit_card,8,39084
,5 years,debt_consolidation,16,211207
,10+ years,debt_consolidation,12,19861
,< 1 year,credit_card,15,231041
15,7 years,debt_consolidation,15,43311
82,10+ years,home_improvement,10,10988
6,n/a,credit_card,13,440702
,7 years,debt_consolidation,13,188646
,< 1 year,debt_consolidation,10,184560
9,10+ years,debt_consolidation,14,292691
,6 years,debt_consolidation,3,10114
,< 1 year,debt_consolidation,8,63983
,< 1 year,credit_card,6,78243
,7 years,credit_card,8,16687
,9 years,vacation,8,9807
,10+ years,debt_consolidation,12,44533
,3 years,major_purchase,11,12560
36,9 years,house,16,390391
,< 1 year,medical,17,182604
21,< 1 year,debt_consolidation,20,137502
,10+ years,debt_consolidation,16,241676
,3 years,debt_consolidation,6,61861
50,4 years,debt_consolidation,12,16114
,10+ years,house,8,89187
,n/a,debt_consolidation,11,55810
,n/a,debt_consolidation,10,384298
14,10+ years,credit_card,13,51094
81,10+ years,debt_consolidation,10,94482
,2 years,home_improvement,4,5114
,n/a,credit_card,6,3670
15,3 years,debt_consolidation,14,230342
21,9 years,debt_consolidation,9,31297
,10+ years,other,17,18105
54,< 1 year,credit_card,21,165203
14,4 years,debt_consolidation,10,271610
,7 years,credit_card,19,48402
64,6 years,debt_consolidation,13,23994
,10+ years,debt_consolidation,22,195974
5,10+ years,debt_consolidation,16,18737
5,6 years,debt_consolidation,7,11469
35,10+ years,credit_card,12,244412
20,2 years,debt_consolidation,8,36284
,4 years,debt_consolidation,13,48090
,4 years,credit_card,7,22221
7,10+ years,debt_consolidation,17,214836
46,4 years,debt_consolidation,10,22433
6,10+ years,home_improvement,9,147504
,10+ years,debt_consolidation,31,26525
,7 years,debt_consolidation,6,22254
,8 years,credit_card,17,276031
,10+ years,credit_card,13,120647
,6 years,credit_card,8,34710
,< 1 year,credit_card,13,50032
,10+ years,debt_consolidation,6,22834
,10+ years,credit_card,23,161874
71,7 years,credit_card,25,374536
15,10+ years,debt_consolidation,5,721330
,< 1 year,major_purchase,7,6698
,2 years,credit_card,5,10836
16,< 1 year,debt_consolidation,13,118783
5,10+ years,credit_card,13,270914
,8 years,debt_consolidation,8,19345
,10+ years,other,10,329181
,2 years,debt_consolidation,11,256245
,10+ years,debt_consolidation,16,56548
,10+ years,home_improvement,10,89508
,10+ years,debt_consolidation,19,39541
,9 years,debt_consolidation,10,28351
3,5 years,credit_card,22,227549
50,< 1 year,credit_card,6,42335
26,10+ years,debt_consolidation,12,
,6 years,other,10,
18,< 1 year,home_improvement,9,18715
10,5 years,credit_card,7,267382
,3 years,credit_card,17,469673
66,10+ years,debt_consolidation,9,178217
56,5 years,debt_consolidation,19,35575
,10+ years,credit_card,7,74800
28,10+ years,debt_consolidation,13,80738
,4 years,credit_card,16,175989
,10+ years,debt_consolidation,13,102907
,3 years,major_purchase,9,5638
,1 year,debt_consolidation,11,74953
,n/a,home_improvement,11,18752
,3 years,credit_card,7,33865
46,3 years,debt_consolidation,12,142602
,10+ years,debt_consolidation,17,200951
,10+ years,debt_consolidation,14,199085
70,7 years,debt_consolidation,22,100970
,1 year,home_improvement,13,173483
,5 years,debt_consolidation,3,17253
,< 1 year,credit_card,8,23791
,5 years,debt_consolidation,8,
,n/a,debt_consolidation,7,46838
,7 years,debt_consolidation,10,14760
,n/a,credit_card,9,7678
,7 years,credit_card,5,139827
,5 years,credit_card,5,
,10+ years,debt_consolidation,16,154511
,3 years,car,12,21633
,5 years,credit_card,10,10884
,10+ years,debt_consolidation,16,293210
,6 years,debt_consolidation,24,65926
,< 1 year,car,10,61505
57,3 years,major_purchase,8,
,9 years,debt_consolidation,9,47379
7,10+ years,debt_consolidation,12,272121
25,10+ years,debt_consolidation,9,13671
,10+ years,debt_consolidation,7,
,10+ years,credit_card,9,
6,1 year,debt_consolidation,11,43301
40,5 years,credit_card,10,40104
77,10+ years,debt_consolidation,11,
,2 years,debt_consolidation,9,18707
40,10+ years,credit_card,13,229500
14,10+ years,home_improvement,10,
,10+ years,credit_card,18,125856
,9 years,major_purchase,9,9883
7,3 years,debt_consolidation,11,192763
42,7 years,debt_consolidation,5,157021
10,10+ years,debt_consolidation,8,86799
,9 years,other,14,185146
1,10+ years,debt_consolidation,6,116379
,4 years,debt_consolidation,14,51367
46,n/a,car,9,4309
,8 years,debt_consolidation,6,18370
,6 years,major_purchase,9,195574
76,2 years,debt_consolidation,4,
,10+ years,home_improvement,7,1452
,10+ years,debt_consolidation,12,38181
19,1 year,debt_consolidation,18,159314
,4 years,debt_consolidation,14,46391
,< 1 year,debt_consolidation,9,128393
55,< 1 year,debt_consolidation,11,5721
,1 year,debt_consolidation,9,33166
,10+ years,debt_consolidation,4,26651
48,2 years,debt_consolidation,10,62131
,< 1 year,debt_consolidation,30,105566
74,6 years,credit_card,14,162778
17,8 years,credit_card,23,122827
3,10+ years,other,6,223261
,n/a,moving,15,16249
,9 years,debt_consolidation,9,14640
47,3 years,other,20,265873
,8 years,debt_consolidation,14,431828
28,n/a,credit_card,13,134860
,3 years,debt_consolidation,3,16057
62,3 years,debt_consolidation,16,37653
45,n/a,credit_card,8,33076
41,< 1 year,debt_consolidation,10,141604
,10+ years,debt_consolidation,17,320320
24,10+ years,home_improvement,5,131590
5,8 years,medical,8,84297
,1 year,credit_card,15,145700
,< 1 year,debt_consolidation,17,274885
12,3 years,debt_consolidation,5,25377
2,10+ years,debt_consolidation,12,215445
,10+ years,credit_card,13,41986
,1 year,debt_consolidation,20,251390
27,10+ years,credit_card,30,30053
65,2 years,debt_consolidation,11,48552
,9 years,debt_consolidation,15,180411
21,9 years,debt_consolidation,10,36794
21,6 years,debt_consolidation,18,252215
27,9 years,debt_consolidation,7,33437
,10+ years,debt_consolidation,12,87525
,4 years,debt_consolidation,10,
,5 years,major_purchase,4,
,7 years,credit_card,21,93248
22,10+ years,credit_card,12,38772
33,8 years,credit_card,13,309123
,8 years,credit_card,7,16299
56,4 years,debt_consolidation,17,396613
34,10+ years,debt_consolidation,17,236339
,10+ years,debt_consolidation,8,
,7 years,other,9,19951
,2 years,other,5,31437
42,9 years,home_improvement,17,373531
,9 years,credit_card,21,72721
34,10+ years,debt_consolidation,7,18469
,< 1 year,credit_card,15,151401
20,2 years,debt_consolidation,9,66889
,8 years,debt_consolidation,16,112861
38,3 years,debt_consolidation,11,87943
79,9 years,debt_consolidation,16,342976
,10+ years,credit_card,9,262474
,8 years,debt_consolidation,19,78425
24,10+ years,house,13,19494
25,6 years,debt_consolidation,23,65083
51,2 years,credit_card,8,22578
,< 1 year,debt_consolidation,7,99601
,4 years,debt_consolidation,14,180978
29,5 years,debt_consolidation,17,439394
50,3 years,debt_consolidation,11,13761
19,10+ years,debt_consolidation,13,137977
42,< 1 year,debt_consolidation,6,37019
,3 years,debt_consolidation,15,295042
,5 years,credit_card,9,38428
46,6 years,credit_card,12,22077
29,10+ years,debt_consolidation,10,41501
15,2 years,home_improvement,8,7206
,10+ years,other,7,70488
,10+ years,debt_consolidation,18,287212
24,10+ years,credit_card,8,21941
3,8 years,debt_consolidation,11,19762
13,2 years,credit_card,13,30882
56,10+ years,home_improvement,11,11331
52,5 years,small_business,7,403267
36,9 years,debt_consolidation,15,87257
67,5 years,debt_consolidation,10,5572
73,10+ years,debt_consolidation,16,46276
43,10+ years,debt_consolidation,10,191323
,< 1 year,debt_consolidation,14,554664
28,10+ years,debt_consolidation,18,104790
80,< 1 year,credit_card,9,134135
,3 years,credit_card,14,94211
,< 1 year,debt_consolidation,22,70182
,2 years,home_improvement,13,194445
22,1 year,other,11,52934
10,3 years,debt_consolidation,11,
12,10+ years,home_improvement,17,368725
,2 years,debt_consolidation,3,12064
,7 years,debt_consolidation,15,591343
,4 years,debt_consolidation,13,14171
,9 years,credit_card,5,26087
42,6 years,other,4,
,< 1 year,other,10,141325
29,1 year,debt_consolidation,12,305831
,7 years,debt_consolidation,8,7912
,2 years,credit_card,9,237866
,1 year,credit_card,8,19089
,6 years,car,13,16091
,10+ years,home_improvement,11,
,8 years,other,5,35390
19,10+ years,home_improvement,10,242935
68,5 years,debt_consolidation,12,77353
11,10+ years,credit_card,16,138971
33,10+ years,home_improvement,11,161207
,10+ years,debt_consolidation,8,117674
,10+ years,debt_consolidation,7,259953
,n/a,debt_consolidation,4,3840
17,n/a,credit_card,5,19996
,10+ years,home_improvement,17,448407
48,3 years,credit_card,8,138757
,10+ years,debt_consolidation,8,332004
,9 years,credit_card,6,329825
,3 years,other,11,
9,5 years,home_improvement,8,874086
,10+ years,home_improvement,8,458802
8,10+ years,debt_consolidation,15,140058
,2 years,debt_consolidation,11,9911
10,< 1 year,debt_consolidation,11,17001
,3 years,debt_consolidation,6,36855
,10+ years,credit_card,9,257099
,4 years,credit_card,13,49745
,6 years,credit_card,13,147645
,10+ years,debt_consolidation,8,59636
,8 years,debt_consolidation,13,25294
19,10+ years,moving,18,70992
19,5 years,other,14,327678
,10+ years,debt_consolidation,8,237609
51,n/a,home_improvement,3,40806
24,2 years,other,10,21047
,5 years,home_improvement,4,
19,3 years,debt_consolidation,8,9557
24,4 years,debt_consolidation,10,241379
,10+ years,other,9,15587
,8 years,debt_consolidation,19,24315
48,6 years,debt_consolidation,16,785002
,10+ years,credit_card,17,15395
,10+ years,credit_card,9,244493
,2 years,moving,10,27203
81,n/a,debt_consolidation,12,37731
,1 year,debt_consolidation,9,16937
59,n/a,debt_consolidation,10,74900
,n/a,car,10,
21,3 years,debt_consolidation,24,89011
3,10+ years,debt_consolidation,16,11882
,6 years,debt_consolidation,12,36425
,10+ years,debt_consolidation,8,372005
,7 years,credit_card,5,109224
18,10+ years,debt_consolidation,10,160496
,< 1 year,debt_consolidation,25,264096
42,5 years,debt_consolidation,20,118646
,7 years,credit_card,6,26112
,< 1 year,credit_card,15,80822
,10+ years,debt_consolidation,9,75901
3,3 years,debt_consolidation,19,206369
,8 years,debt_consolidation,8,40133
47,10+ years,debt_consolidation,21,321867
32,10+ years,other,17,
12,6 years,major_purchase,12,24785
78,6 years,credit_card,15,
,10+ years,home_improvement,5,
,2 years,debt_consolidation,9,51705
,10+ years,debt_consolidation,9,37461
8,2 years,debt_consolidation,14,403107
15,1 year,debt_consolidation,17,40092
55,10+ years,debt_consolidation,2,371708
,7 years,debt_consolidation,20,178646
,4 years,debt_consolidation,8,586968
35,2 years,debt_consolidation,5,34745
,10+ years,debt_consolidation,8,34229
12,10+ years,debt_consolidation,11,134052
27,6 years,debt_consolidation,22,14396
43,5 years,debt_consolidation,8,23269
,10+ years,debt_consolidation,6,36456
22,n/a,debt_consolidation,7,321121
28,10+ years,debt_consolidation,11,65715
17,10+ years,debt_consolidation,8,94607
,10+ years,debt_consolidation,7,153087
,< 1 year,other,8,
,6 years,debt_consolidation,9,410022
38,2 years,credit_card,13,49692
9,< 1 year,credit_card,17,804143
67,5 years,other,5,27198
45,10+ years,debt_consolidation,13,421891
,4 years,debt_consolidation,11,206178
,10+ years,debt_consolidation,14,532113
52,1 year,credit_card,7,164685
,6 years,debt_consolidation,7,233362
24,6 years,car,4,
39,1 year,credit_card,24,263253
37,< 1 year,debt_consolidation,15,36852
,7 years,debt_consolidation,11,153210
,2 years,wedding,17,
,< 1 year,credit_card,12,26304
,7 years,debt_consolidation,17,41197
11,1 year,debt_consolidation,7,174409
,6 years,debt_consolidation,10,35625
,10+ years,credit_card,10,51612
0,4 years,small_business,14,
12,6 years,other,17,234373
,7 years,credit_card,11,400899
,10+ years,credit_card,9,115117
,10+ years,debt_consolidation,11,43855
,10+ years,other,27,43959
7,10+ years,credit_card,15,222162
15,1 year,debt_consolidation,20,285416
13,< 1 year,home_improvement,16,80956
,4 years,credit_card,15,452429
54,10+ years,debt_consolidation,10,95374
13,1 year,major_purchase,7,
44,10+ years,credit_card,16,253178
,7 years,credit_card,12,47769
,10+ years,debt_consolidation,11,260147
48,10+ years,debt_consolidation,14,195438
24,10+ years,debt_consolidation,11,375164
,7 years,debt_consolidation,14,4791
42,7 years,credit_card,10,102630
,< 1 year,credit_card,8,30095
,9 years,debt_consolidation,36,258104
,10+ years,credit_card,23,737361
,n/a,debt_consolidation,6,21216
38,10+ years,other,6,8390
,3 years,debt_consolidation,15,202749
,n/a,credit_card,34,81336
,3 years,debt_consolidation,22,103023
6,10+ years,debt_consolidation,15,44719
66,2 years,credit_card,5,4900
,10+ years,credit_card,14,76573
,< 1 year,credit_card,15,54564
,10+ years,credit_card,4,18907
,10+ years,debt_consolidation,8,127663
,3 years,medical,24,82860
,10+ years,debt_consolidation,16,363844
48,8 years,debt_consolidation,10,52402
,10+ years,debt_consolidation,10,62086
1,5 years,credit_card,13,278958
17,3 years,credit_card,10,27287
71,n/a,credit_card,7,6436
16,1 year,credit_card,12,167510
54,10+ years,debt_consolidation,8,263495
,6 years,debt_consolidation,6,235411
48,9 years,credit_card,5,116259
,10+ years,credit_card,14,187704
,3 years,credit_card,17,256152
32,2 years,small_business,9,320523
22,2 years,debt_consolidation,12,186358
,6 years,debt_consolidation,14,14256
,10+ years,small_business,7,154802
38,3 years,debt_consolidation,15,38096
41,< 1 year,debt_consolidation,9,36543
,< 1 year,debt_consolidation,15,52912
,7 years,credit_card,8,204180
17,1 year,debt_consolidation,8,18723
53,3 years,debt_consolidation,11,143225
,< 1 year,debt_consolidation,8,56103
,7 years,credit_card,10,217710
10,5 years,credit_card,20,21899
,3 years,debt_consolidation,22,72649
,10+ years,debt_consolidation,10,53449
14,10+ years,debt_consolidation,6,471878
70,< 1 year,debt_consolidation,13,29396
38,10+ years,debt_consolidation,9,293416
,3 years,debt_consolidation,9,22729
,3 years,credit_card,7,
65,10+ years,debt_consolidation,6,35549
12,7 years,debt_consolidation,7,17281
61,n/a,debt_consolidation,10,57843
,5 years,debt_consolidation,13,186975
33,9 years,other,12,244687
,10+ years,major_purchase,9,150988
13,3 years,debt_consolidation,5,26419
17,1 year,credit_card,10,9182
35,6 years,other,5,157170
,9 years,credit_card,28,26361
25,8 years,other,12,144256
,9 years,debt_consolidation,11,338698
28,< 1 year,debt_consolidation,13,409889
,2 years,credit_card,19,43212
,10+ years,credit_card,15,172497
,5 years,debt_consolidation,13,76998
,8 years,debt_consolidation,9,17087
15,5 years,other,5,
10,6 years,credit_card,10,90516
30,4 years,debt_consolidation,6,11102
,10+ years,debt_consolidation,9,11148
,7 years,debt_consolidation,6,16679
33,3 years,debt_consolidation,9,54827
,4 years,credit_card,13,213103
,10+ years,credit_card,12,231891
,10+ years,debt_consolidation,9,280402
,n/a,credit_card,9,9955
,10+ years,debt_consolidation,18,119431
68,2 years,debt_consolidation,7,199659
66,7 years,credit_card,24,514778
,5 years,small_business,12,7641
7,10+ years,debt_consolidation,2,22033
73,8 years,home_improvement,8,30429
11,10+ years,debt_consolidation,13,212116
,3 years,debt_consolidation,9,30825
11,6 years,credit_card,16,297771
39,3 years,credit_card,14,48069
,10+ years,debt_consolidation,14,
,9 years,debt_consolidation,9,19555
,6 years,credit_card,7,
5,< 1 year,debt_consolidation,8,156017
15,< 1 year,credit_card,26,250980
,< 1 year,medical,7,
,5 years,credit_card,10,361199
,10+ years,credit_card,14,136617
26,3 years,vacation,8,
,10+ years,home_improvement,11,
42,7 years,small_business,9,51859
31,6 years,debt_consolidation,13,119643
,8 years,credit_card,14,70359
,1 year,debt_consolidation,15,234437
,1 year,wedding,15,
,10+ years,debt_consolidation,7,
,10+ years,credit_card,10,267485
29,10+ years,debt_consolidation,11,262140
26,6 years,debt_consolidation,16,335590
,10+ years,debt_consolidation,15,56536
,10+ years,debt_consolidation,10,7397
75,10+ years,debt_consolidation,13,35239
18,10+ years,other,14,244087
29,7 years,debt_consolidation,24,123457
,10+ years,credit_card,12,68147
,< 1 year,debt_consolidation,8,
76,8 years,debt_consolidation,10,410077
,8 years,car,13,
,4 years,credit_card,14,167866
3,3 years,debt_consolidation,7,467072
65,9 years,debt_consolidation,7,45754
,1 year,debt_consolidation,18,34652
4,4 years,major_purchase,8,156272
3,6 years,debt_consolidation,17,44636
,2 years,debt_consolidation,11,23282
55,5 years,debt_consolidation,11,219758
24,< 1 year,medical,7,2190
,7 years,credit_card,8,5747
12,10+ years,home_improvement,14,197941
15,10+ years,home_improvement,21,167620
46,5 years,debt_consolidation,10,176886
4,10+ years,home_improvement,8,240004
,n/a,debt_consolidation,9,54476
,1 year,debt_consolidation,20,115000
,10+ years,credit_card,12,42171
,10+ years,debt_consolidation,13,364404
73,2 years,debt_consolidation,8,22103
56,4 years,other,15,45841
,5 years,credit_card,10,
,7 years,credit_card,11,
1,10+ years,debt_consolidation,19,503070
,10+ years,debt_consolidation,11,365751
,10+ years,debt_consolidation,11,229242
39,10+ years,other,15,326916
,< 1 year,debt_consolidation,7,30079
,4 years,debt_consolidation,6,32057
58,1 year,debt_consolidation,9,149453
,10+ years,debt_consolidation,11,207977
,9 years,home_improvement,25,739796
17,10+ years,debt_consolidation,7,60007
,7 years,medical,11,200927
,10+ years,credit_card,7,38536
,1 year,debt_consolidation,4,43402
,10+ years,debt_consolidation,11,25895
28,2 years,debt_consolidation,9,51238
75,10+ years,debt_consolidation,9,125154
,10+ years,debt_consolidation,11,67440
,10+ years,debt_consolidation,10,336887
64,10+ years,debt_consolidation,17,128686
13,2 years,major_purchase,15,33490
70,10+ years,debt_consolidation,17,389940
,< 1 year,debt_consolidation,13,116856
,9 years,debt_consolidation,6,38067
,10+ years,debt_consolidation,13,204999
,8 years,credit_card,8,25804
75,2 years,debt_consolidation,19,50166
,n/a,credit_card,9,15862
,10+ years,credit_card,13,209131
9,2 years,debt_consolidation,10,171027
,7 years,debt_consolidation,13,63679
,10+ years,credit_card,13,173110
10,10+ years,debt_consolidation,18,182763
,1 year,credit_card,11,336912
10,9 years,debt_consolidation,16,89483
,3 years,other,15,
63,< 1 year,home_improvement,16,279287
80,6 years,debt_consolidation,13,106879
26,2 years,debt_consolidation,17,53531
32,2 years,debt_consolidation,30,142370
0,1 year,debt_consolidation,7,27759
68,10+ years,debt_consolidation,23,
,5 years,debt_consolidation,11,41391
,10+ years,debt_consolidation,15,33488
11,6 years,debt_consolidation,6,36260
5,10+ years,debt_consolidation,4,329824
,10+ years,debt_consolidation,18,358874
,10+ years,credit_card,13,24108
,< 1 year,credit_card,3,12702
20,10+ years,debt_consolidation,13,72998
65,10+ years,credit_card,10,32231
,5 years,debt_consolidation,8,99753
54,10+ years,debt_consolidation,11,319645
25,10+ years,credit_card,10,103866
,10+ years,debt_consolidation,13,67975
,4 years,major_purchase,13,239756
19,10+ years,home_improvement,12,88780
,10+ years,home_improvement,16,236875
38,10+ years,debt_consolidation,9,77327
,4 years,debt_consolidation,9,40774
46,2 years,debt_consolidation,13,15098
,10+ years,home_improvement,7,20003
,7 years,debt_consolidation,7,22356
3,4 years,debt_consolidation,15,72601
,10+ years,car,15,28026
,9 years,home_improvement,18,185007
77,3 years,medical,12,37791
13,10+ years,debt_consolidation,7,114448
59,10+ years,credit_card,6,384622
,10+ years,credit_card,4,9774
,10+ years,credit_card,11,24406
45,10+ years,home_improvement,11,245139
,4 years,debt_consolidation,8,18379
42,10+ years,debt_consolidation,11,24337
70,6 years,debt_consolidation,21,48577
13,9 years,car,5,9974
28,10+ years,debt_consolidation,7,361240
,8 years,debt_consolidation,16,70245
16,2 years,debt_consolidation,22,357544
,n/a,credit_card,4,14111
,10+ years,home_improvement,6,303903
,10+ years,debt_consolidation,8,79204
75,< 1 year,credit_card,10,443655
,1 year,other,10,5388
,8 years,debt_consolidation,11,50849
39,8 years,other,12,68651
,7 years,debt_consolidation,30,159839
,6 years,debt_consolidation,10,395742
47,10+ years,debt_consolidation,20,284215
52,10+ years,home_improvement,13,404265
,10+ years,credit_card,12,333354
7,4 years,debt_consolidation,16,20276
70,10+ years,credit_card,17,439107
,7 years,credit_card,9,8339
,3 years,wedding,5,
,3 years,debt_consolidation,10,212168
36,10+ years,debt_consolidation,5,18523
21,10+ years,debt_consolidation,11,223938
16,< 1 year,debt_consolidation,17,302491
,10+ years,debt_consolidation,5,15248
9,< 1 year,debt_consolidation,17,38737
42,10+ years,credit_card,7,220605
,10+ years,debt_consolidation,9,7481
,3 years,credit_card,12,241821
,10+ years,credit_card,15,38795
,2 years,debt_consolidation,6,24095
,< 1 year,other,11,36581
28,2 years,credit_card,17,58966
40,10+ years,debt_consolidation,14,86713
,7 years,debt_consolidation,10,199007
,5 years,house,8,
,10+ years,other,9,358395
63,10+ years,debt_consolidation,26,310506
,8 years,debt_consolidation,23,220116
45,2 years,debt_consolidation,9,40379
30,5 years,credit_card,7,312208
,10+ years,debt_consolidation,9,253537
,3 years,credit_card,6,29809
,3 years,debt_consolidation,9,146733
10,10+ years,debt_consolidation,10,
,10+ years,debt_consolidation,15,15443
48,1 year,debt_consolidation,5,232162
,5 years,debt_consolidation,11,43243
17,10+ years,debt_consolidation,9,96534
68,6 years,debt_consolidation,9,46038
,2 years,debt_consolidation,11,7126
,n/a,other,5,5001
,3 years,debt_consolidation,14,26957
,6 years,debt_consolidation,10,18939
,6 years,debt_consolidation,20,263538
23,9 years,house,6,243257
40,< 1 year,debt_consolidation,12,50984
54,n/a,credit_card,10,67366
68,10+ years,debt_consolidation,6,6190
,10+ years,credit_card,10,61570
15,6 years,debt_consolidation,10,292087
,3 years,debt_consolidation,13,342510
,4 years,debt_consolidation,12,155983
23,3 years,debt_consolidation,7,16826
,< 1 year,debt_consolidation,3,
,10+ years,debt_consolidation,18,391298
51,5 years,home_improvement,15,32962
16,9 years,debt_consolidation,12,298675
34,1 year,credit_card,15,66456
,< 1 year,credit_card,17,254326
,2 years,home_improvement,10,328563
,7 years,debt_consolidation,9,11413
,10+ years,debt_consolidation,23,346729
,1 year,home_improvement,9,
,10+ years,debt_consolidation,11,193830
,4 years,credit_card,24,197083
54,2 years,debt_consolidation,9,7271
,7 years,small_business,10,30213
67,< 1 year,debt_consolidation,10,
,n/a,other,7,117008
,2 years,debt_consolidation,5,22786
,10+ years,credit_card,13,41639
,4 years,other,7,11545
,< 1 year,debt_consolidation,16,52462
,10+ years,home_improvement,15,171239
,3 years,other,9,
,10+ years,debt_consolidation,9,308827
,10+ years,debt_consolidation,9,398348
,6 years,credit_card,8,315640
,10+ years,credit_card,6,129962
7,< 1 year,debt_consolidation,11,151906
,10+ years,debt_consolidation,13,53368
29,< 1 year,debt_consolidation,18,28955
17,10+ years,debt_consolidation,11,354321
,3 years,debt_consolidation,15,
,10+ years,debt_consolidation,10,82101
29,10+ years,debt_consolidation,7,41423
,10+ years,debt_consolidation,8,132343
53,< 1 year,debt_consolidation,9,80378
24,8 years,debt_consolidation,10,27084
37,10+ years,debt_consolidation,6,434257
61,6 years,debt_consolidation,17,185266
38,n/a,debt_consolidation,11,240758
,4 years,debt_consolidation,27,348864
22,10+ years,home_improvement,22,5389
,10+ years,home_improvement,10,
29,7 years,credit_card,8,46993
,4 years,credit_card,10,333721
,10+ years,credit_card,8,34926
4,10+ years,debt_consolidation,10,172974
,1 year,debt_consolidation,5,23195
,n/a,car,4,9076
15,9 years,credit_card,14,618064
,5 years,debt_consolidation,12,
,3 years,debt_consolidation,8,136797
17,1 year,debt_consolidation,5,21419
24,n/a,home_improvement,10,89835
,8 years,debt_consolidation,7,36265
37,6 years,debt_consolidation,16,334615
26,10+ years,credit_card,10,16745
50,10+ years,debt_consolidation,14,80135
32,10+ years,debt_consolidation,12,182657
,n/a,credit_card,9,17699
78,10+ years,car,12,272743
,10+ years,credit_card,10,83032
79,< 1 year,credit_card,35,452602
8,10+ years,home_improvement,5,15881
,10+ years,debt_consolidation,9,40341
64,< 1 year,debt_consolidation,12,341962
30,4 years,home_improvement,7,271240
22,< 1 year,credit_card,18,70442
76,8 years,debt_consolidation,8,31380
18,10+ years,debt_consolidation,20,145764
43,9 years,debt_consolidation,7,17227
,4 years,debt_consolidation,7,
,9 years,home_improvement,6,48192
22,7 years,debt_consolidation,12,44754
,10+ years,major_purchase,5,178975
,10+ years,debt_consolidation,18,84532
0,< 1 year,debt_consolidation,4,
,2 years,small_business,11,586842
29,10+ years,debt_consolidation,20,550190
24,5 years,debt_consolidation,13,88161
,10+ years,debt_consolidation,18,430635
57,10+ years,debt_consolidation,11,18763
,< 1 year,debt_consolidation,21,146053
,3 years,debt_consolidation,6,63947
9,< 1 year,debt_consolidation,13,70230
22,10+ years,debt_consolidation,10,16562
58,10+ years,debt_consolidation,7,9803
39,10+ years,home_improvement,4,
,4 years,other,12,470632
,10+ years,home_improvement,12,197658
,7 years,debt_consolidation,17,213339
,1 year,debt_consolidation,6,25032
22,2 years,debt_consolidation,11,375631
9,10+ years,debt_consolidation,11,195961
,10+ years,home_improvement,7,290876
31,10+ years,credit_card,17,592476
,n/a,home_improvement,17,208189
,10+ years,credit_card,15,642510
23,10+ years,other,13,43916
,< 1 year,debt_consolidation,9,18545
